	target_text	input_text	prefix
172	you might want to check http://blog.paulbetts.org/index.php/2007/05/27/make-wine-and-pulseaudio-get-along/ for those wine games	you could 'pasuspend <command to start your game>' to get it outside of pulse, do you mean games via wine ? Both games via wine and regular gnome games (lbreakout2, supertux2) 	CHAT
173	MaskedONe: okay, have you tried following these detailed instructions ? it works great, but can take half an hour to get it all hooked up .. http://ubuntuforums.org/showthread.php?p=4928900	It doesn't take over everything... it takes over /dev/snd/* from pulse... and Ubuntu no longer uses things like dmix, so flash needs to support pulse to play nice... 	CHAT
174	have you tried the 'effects' menu item yet ? using xubuntu here, always forget what place they put that in on ubuntu	hey guys...does anybody know...how to use or install compiz on ubuntu 9.04 ??? I wanna use the 3D desktopoption hey guys...does anybody know...how to use or install compiz on ubuntu 9.04 ??? I wanna use the 3D desktopoption 	CHAT
175	you might need to refresh your package manager .. sudo apt-get update .. and try again when that finishes	I did a sudo apt-get install pastebinvand it says ' E: unable to locate package pastebin ' the package is called 'pastebinit' 	CHAT
176	have you tried starting firefox via terminal to catch any errors it might throw ?	Your not the only one having firefox problems.Mine wont even start.What about yours admin_masu3701? 	CHAT
177	have you tried wxCam (http://wxcam.sourceforge.net/) ?	ARGH! I can't seem to record a video with my webcam! Cheese keeps bugging out. 	CHAT
178	well yes, you might be able to manipulate that if it's somewhere in the firefox profile	have you tried putting the needed commands into a bash script and point firefox to that ? should do the trick if you make that script executable i believe .. yeah, that would work, that's kinda my last resort though, i feel like this should be possible (since firefox just stores a string internally anyways...) 	CHAT
179	you might have better luck in #ubuntu+1 for jaunty related issues	Does anyone know how to change the new jaunty notification options? Anybody? 	CHAT
180	you might turn off dimming.	Hey anyone got suggestions on brightness reseting to max after my screen dims from lack of use 	CHAT
181	have you tried screenlets?  there is a trash screenlet that I use	does any1 know a app to change volume in tray? like in windows hrshovinstuff im not using gnome-panel, but im using gnome 	CHAT
182	otherwise you might use something like sched tool to limit to one core	Howto define 'affinity' that how many cores specific application uses when you got multicore system ? by default, your program will be scheduled accross all cores 	CHAT
183	pulseaudio has its annoying issues. have you tried alsamixer?	hi is there any system wide equalizer for ubuntu otherthan pulseaudio sound quality is not good for pulseaudio 	CHAT
184	when you delete a user, how can you ensure all the settings get deleted as well? so i can recreate that user fresh?	i created a user, and had trouble with that account, so i deleted it, then when i recreated the account, all the settings remained. what gives? i thought that account was removed?? 	CHAT
185	'history'. However you might want to scroll theough them: 'history | less'	hello how can i access the log from all the commands i have used in the past in the tty1? 	CHAT
186	have you tried using vlc?	Other questions of the day -- how to actually play media.  this too has stopped working correctly for me. 	CHAT
187	have you tried 12.04?	Wondering about a version for an older laptop, I get an error when loading 10.10 or 11.10 should say, trying to install 	CHAT
188	are you mentioning about syncany? or can you give any clue?	hi all, is there any web based cloud storage like software?? which can allocate a fixed space to users and can upload and browse files and folders. Set quota etc? something like dropbox, 4shared etc or even like ubuntu one I have read about such applications for self hosting, have a google 	CHAT
189	1st you need to make sure your using the correct cable/ have clever cards, can you ping the ubuntu box from the windows box	I was wondering if it was possible to share an internet connection from Ubuntu 7.10 to Windows xp via ethernet cable.  the windows box is saying its hooked up to a lan but i'm not sure where to look to figure out how to do it 	CHAT
190	have you tried deleting ~/.mozillla ??	Hello. For some reason, my firfox 3 beta5 on kubuntu/Hardy Heron looks old and ugly.. the GUI is raw and ugly looking, not smooth like it should look. The icons are not the right ones either. I have tried reinstalling firefox, but to no avail. Can anyone help? 	CHAT
191	could you walk me through?	alextvm_-> you can run the grub command and then find /boot/grub/menu.lst   to confirm ok 	CHAT
192	have you tried using wicd in lieu of network-manager?	hey all I have just started messing with KVM, I got it all working with a virtualized host but how can I get the host to use a bridged connection to the network instead of NAT what? what do you mean?? 	CHAT
193	did you try a nomodeset with the live cd?	so what is your intention when up wipe it yes, i want to wipe the PC's hard drives.  It has 2 hard drives.  I need to wipe them both. 	CHAT
194	can you be specific? is this internet firewall, intranet or wat?	can you change ur name if u wish.....because its hard to type what firewall are you talking about? 	CHAT
195	Cool. I've uninstalled pulse because I don't use any of its features. If you think you might want to then you'll need to fix it. But it's not needed in a lot of cases.	thanks, going to try that now worked! thanks 	CHAT
196	you might be able to do it with dkpg , but read the man page first	apt wont remove packages without also removing packages which depend on it 	CHAT
197	have you tried to print using it yet ?	Hi, I have dell photo 926 printer. Is possible to run drivers from dell, using WINE and while printing documents from open office(running outside WINE)? 	CHAT
198	can you not disconnect during install ?	I have a question.  Is it possible to install ubuntu on a hard drive without altering the boot information on another hard drive with vista installed? hackssilber: yeah 	CHAT
199	can you use   Windows\ XP	Hey how can i use a mount path with spaces in fstab, can i use quotations? For instance can i put /dev/sda1 '/media/Windows XP' ntfs ro,user,auto,noexec,umask=0 0 0 ? 	CHAT
200	could you try to remote connect to 196.40.10.249 ?	for the remote conection to computers, does the computer to which you are connecting show a notification or something? by default yes.  You can change that in System>Preferences>Remote Desktop 	CHAT
201	have you tried simply rightclicking the cd image on the desktop?	Goodmorning what do you use for format of r/w dvd in ubuntu i just want to blank media 	CHAT
202	did you tried to copy compiz folder from your home?	hi again is there any way i can backup my compiz settings, because somehow the effects just turned off again and whenever that happens i have te re-configure everything 	CHAT
203	can you pls suggest some good IM softwares for ubuntu	hi friends 	CHAT
204	can you please tell me how can I open a manual page in firefox, because man:bash does not work?	hi all 	CHAT
